,price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,combination,condition_rank,status_rank
1298,12900,2017.0,nissan,good,4 cylinders,gas,45096.0,clean,automatic,fwd,sedan,silver,12900 good clean sedan,3,6
1299,5600,2011.0,chevrolet,good,6 cylinders,gas,93209.0,clean,automatic,fwd,sedan,grey,5600 good clean sedan,3,6
1300,18995,2016.0,dodge,like new,6 cylinders,gas,37743.0,clean,automatic,rwd,coupe,red,18995 like new clean coupe,5,6
1301,4500,2011.0,chevrolet,good,4 cylinders,gas,113893.0,clean,manual,fwd,sedan,silver,4500 good clean sedan,3,6
1302,5900,2008.0,lincoln,like new,6 cylinders,gas,85000.0,clean,automatic,fwd,sedan,green,5900 like new clean sedan,5,6
1303,6900,2013.0,chevrolet,excellent,4 cylinders,gas,102000.0,clean,automatic,fwd,sedan,grey,6900 excellent clean sedan,4,6
1304,13990,2006.0,chevrolet,excellent,8 cylinders,diesel,175192.0,clean,automatic,4wd,pickup,grey,13990 excellent clean pickup,4,6
1305,12990,2005.0,ford,excellent,8 cylinders,diesel,165039.0,clean,automatic,4wd,pickup,grey,12990 excellent clean pickup,4,6
1306,9700,2004.0,chevrolet,excellent,8 cylinders,gas,147888.0,clean,automatic,4wd,truck,blue,9700 excellent clean truck,4,6
1307,13990,2006.0,ford,excellent,8 cylinders,diesel,138088.0,clean,automatic,4wd,pickup,black,13990 excellent clean pickup,4,6
1308,19988,2012.0,gmc,good,8 cylinders,gas,72314.0,clean,automatic,rwd,truck,grey,19988 good clean truck,3,6
1309,3200,2002.0,mazda,excellent,6 cylinders,gas,78900.0,clean,automatic,fwd,sedan,white,3200 excellent clean sedan,4,6
1310,3995,2000.0,ford,good,6 cylinders,gas,142000.0,clean,manual,rwd,truck,red,3995 good clean truck,3,6
1311,5995,2006.0,ford,good,6 cylinders,gas,108000.0,clean,automatic,rwd,pickup,white,5995 good clean pickup,3,6
1312,7800,1997.0,toyota,good,6 cylinders,gas,212234.0,clean,automatic,4wd,truck,white,7800 good clean truck,3,6
1313,12600,2004.0,ford,excellent,10 cylinders,gas,149724.0,clean,automatic,rwd,truck,white,12600 excellent clean truck,4,6
1314,10900,2002.0,ford,excellent,8 cylinders,diesel,194440.0,clean,automatic,rwd,truck,white,10900 excellent clean truck,4,6
1315,10500,2003.0,mercedes-benz,excellent,8 cylinders,gas,82000.0,clean,automatic,rwd,convertible,silver,10500 excellent clean convertible,4,6
1316,12400,2013.0,chevrolet,excellent,8 cylinders,gas,151525.0,clean,automatic,rwd,van,white,12400 excellent clean van,4,6
1317,12900,2013.0,chevrolet,good,8 cylinders,gas,192504.0,clean,automatic,4wd,truck,blue,12900 good clean truck,3,6
1318,20000,2008.0,chrysler,excellent,6 cylinders,gas,73561.0,clean,automatic,fwd,mini-van,blue,20000 excellent clean mini-van,4,6
1319,17995,2017.0,ford,good,4 cylinders,gas,21591.0,clean,manual,fwd,hatchback,white,17995 good clean hatchback,3,6
1320,7995,2007.0,ford,good,6 cylinders,gas,115136.0,clean,automatic,rwd,coupe,white,7995 good clean coupe,3,6
1321,2000,2007.0,jeep,fair,8 cylinders,gas,128000.0,clean,automatic,4wd,SUV,red,2000 fair clean SUV,2,6
1322,25900,2017.0,ford,excellent,8 cylinders,gas,107812.0,clean,automatic,4wd,truck,white,25900 excellent clean truck,4,6
1323,4975,2005.0,chrysler,like new,6 cylinders,gas,142.0,clean,automatic,4wd,sedan,silver,4975 like new clean sedan,5,6
1324,24000,2015.0,lexus,excellent,4 cylinders,gas,49900.0,clean,automatic,fwd,sedan,white,24000 excellent clean sedan,4,6
1325,19900,2017.0,ram,excellent,8 cylinders,gas,83071.0,clean,automatic,4wd,truck,silver,19900 excellent clean truck,4,6
1326,8990,2008.0,chevrolet,excellent,5 cylinders,gas,120477.0,clean,automatic,4wd,pickup,black,8990 excellent clean pickup,4,6
1327,18900,2013.0,chevrolet,excellent,8 cylinders,gas,158353.0,clean,automatic,4wd,truck,blue,18900 excellent clean truck,4,6
1328,12900,2012.0,chevrolet,excellent,8 cylinders,gas,154029.0,clean,automatic,rwd,truck,silver,12900 excellent clean truck,4,6
1329,7900,2009.0,gmc,good,8 cylinders,gas,199000.0,clean,automatic,4wd,pickup,blue,7900 good clean pickup,3,6
1330,5900,2004.0,cadillac,excellent,8 cylinders,gas,91500.0,clean,automatic,fwd,sedan,custom,5900 excellent clean sedan,4,6
1331,9900,2018.0,nissan,excellent,4 cylinders,gas,34435.0,clean,automatic,fwd,sedan,silver,9900 excellent clean sedan,4,6
1332,13900,2012.0,ford,excellent,8 cylinders,gas,150051.0,clean,automatic,4wd,truck,white,13900 excellent clean truck,4,6
1333,17800,2015.0,chevrolet,excellent,8 cylinders,gas,159105.0,clean,automatic,rwd,truck,white,17800 excellent clean truck,4,6
1334,17900,2015.0,chevrolet,excellent,8 cylinders,gas,139198.0,clean,automatic,4wd,truck,white,17900 excellent clean truck,4,6
1335,12700,2012.0,chevrolet,good,8 cylinders,gas,174793.0,clean,automatic,4wd,truck,blue,12700 good clean truck,3,6
1336,7800,2007.0,toyota,like new,6 cylinders,gas,137000.0,clean,automatic,4wd,SUV,black,7800 like new clean SUV,5,6
1337,16900,2014.0,ram,excellent,8 cylinders,gas,169519.0,clean,automatic,4wd,truck,white,16900 excellent clean truck,4,6
1338,15600,2015.0,ram,excellent,8 cylinders,gas,70421.0,clean,automatic,rwd,truck,white,15600 excellent clean truck,4,6
1339,20400,2012.0,chevrolet,excellent,8 cylinders,gas,77451.0,clean,automatic,4wd,truck,white,20400 excellent clean truck,4,6
1340,22900,2016.0,gmc,excellent,8 cylinders,gas,91160.0,clean,automatic,4wd,truck,red,22900 excellent clean truck,4,6
1341,13600,2015.0,chevrolet,excellent,4 cylinders,gas,106530.0,clean,automatic,rwd,truck,white,13600 excellent clean truck,4,6
1342,16900,2014.0,chevrolet,excellent,8 cylinders,gas,116185.0,clean,automatic,4wd,truck,blue,16900 excellent clean truck,4,6
1343,16900,2015.0,chevrolet,excellent,8 cylinders,gas,180517.0,clean,automatic,4wd,truck,blue,16900 excellent clean truck,4,6
1344,19900,2011.0,gmc,excellent,8 cylinders,gas,82563.0,clean,automatic,4wd,SUV,white,19900 excellent clean SUV,4,6
1345,11900,2011.0,ford,excellent,6 cylinders,gas,116849.0,clean,automatic,rwd,truck,white,11900 excellent clean truck,4,6
1346,16900,2011.0,ram,excellent,8 cylinders,gas,119732.0,clean,automatic,4wd,truck,silver,16900 excellent clean truck,4,6
1347,18700,2011.0,ford,excellent,8 cylinders,diesel,147686.0,clean,automatic,4wd,truck,white,18700 excellent clean truck,4,6
1348,5990,2012.0,volkswagen,excellent,4 cylinders,gas,122585.0,clean,automatic,fwd,SUV,silver,5990 excellent clean SUV,4,6
1349,3000,2006.0,toyota,good,4 cylinders,gas,176000.0,clean,automatic,fwd,sedan,blue,3000 good clean sedan,3,6
1350,6500,2007.0,chevrolet,excellent,5 cylinders,gas,45180.0,clean,automatic,rwd,truck,white,6500 excellent clean truck,4,6
1351,5800,2005.0,dodge,excellent,6 cylinders,gas,199082.0,clean,automatic,4wd,truck,purple,5800 excellent clean truck,4,6
1352,21900,2015.0,chevrolet,excellent,8 cylinders,gas,132592.0,clean,automatic,4wd,truck,silver,21900 excellent clean truck,4,6
1353,13900,2013.0,jeep,excellent,8 cylinders,gas,91221.0,rebuilt,automatic,4wd,SUV,blue,13900 excellent rebuilt SUV,4,4
1354,13900,2011.0,ford,excellent,6 cylinders,gas,90157.0,clean,automatic,rwd,truck,white,13900 excellent clean truck,4,6
1355,24700,2012.0,ram,excellent,8 cylinders,gas,77422.0,clean,automatic,4wd,truck,blue,24700 excellent clean truck,4,6
1356,13900,2013.0,ford,excellent,6 cylinders,gas,132818.0,clean,automatic,4wd,truck,green,13900 excellent clean truck,4,6
1357,13995,2016.0,cadillac,like new,8 cylinders,gas,132389.0,clean,automatic,4wd,SUV,silver,13995 like new clean SUV,5,6
1358,17900,2015.0,chevrolet,excellent,8 cylinders,gas,112504.0,clean,automatic,4wd,truck,white,17900 excellent clean truck,4,6
1359,21800,2017.0,ford,excellent,6 cylinders,gas,55990.0,clean,automatic,rwd,van,white,21800 excellent clean van,4,6
1360,15900,2017.0,ram,excellent,6 cylinders,gas,117684.0,clean,automatic,4wd,truck,white,15900 excellent clean truck,4,6
1361,15900,2014.0,ford,excellent,6 cylinders,gas,159729.0,clean,automatic,4wd,truck,blue,15900 excellent clean truck,4,6
1362,6900,2008.0,toyota,excellent,8 cylinders,gas,218629.0,clean,automatic,rwd,SUV,silver,6900 excellent clean SUV,4,6
1363,9500,2007.0,jaguar,excellent,8 cylinders,gas,127148.0,clean,automatic,rwd,coupe,silver,9500 excellent clean coupe,4,6
1364,4280,2007.0,mercury,good,8 cylinders,gas,150173.0,clean,automatic,rwd,sedan,blue,4280 good clean sedan,3,6
1365,10700,2007.0,chevrolet,excellent,8 cylinders,gas,170304.0,clean,automatic,4wd,truck,red,10700 excellent clean truck,4,6
1366,18900,2012.0,ram,excellent,6 cylinders,diesel,183537.0,clean,automatic,4wd,truck,white,18900 excellent clean truck,4,6
1367,20800,2015.0,chevrolet,excellent,8 cylinders,gas,153110.0,clean,automatic,4wd,truck,white,20800 excellent clean truck,4,6
1368,11500,2014.0,ford,good,8 cylinders,gas,162404.0,clean,automatic,rwd,van,white,11500 good clean van,3,6
1369,7900,2006.0,ford,good,8 cylinders,gas,166327.0,clean,automatic,rwd,van,white,7900 good clean van,3,6
1370,8500,2010.0,honda,excellent,6 cylinders,gas,160106.0,clean,automatic,fwd,SUV,silver,8500 excellent clean SUV,4,6
1371,15900,2010.0,ford,excellent,8 cylinders,diesel,160238.0,clean,automatic,4wd,truck,white,15900 excellent clean truck,4,6
1372,7900,2001.0,jeep,excellent,4 cylinders,gas,231089.0,clean,manual,4wd,SUV,yellow,7900 excellent clean SUV,4,6
1373,15900,2006.0,ram,good,6 cylinders,diesel,265644.0,clean,manual,4wd,truck,white,15900 good clean truck,3,6
1374,7490,2010.0,ford,excellent,6 cylinders,gas,108509.0,clean,automatic,rwd,coupe,red,7490 excellent clean coupe,4,6
1375,4490,2007.0,cadillac,excellent,8 cylinders,gas,138017.0,clean,automatic,fwd,sedan,black,4490 excellent clean sedan,4,6
1376,7900,2015.0,volkswagen,like new,4 cylinders,gas,82000.0,clean,automatic,4wd,sedan,black,7900 like new clean sedan,5,6
1377,22900,2014.0,ford,excellent,10 cylinders,gas,98538.0,clean,automatic,rwd,van,white,22900 excellent clean van,4,6
1378,17500,2011.0,ford,excellent,8 cylinders,gas,183427.0,clean,automatic,4wd,truck,white,17500 excellent clean truck,4,6
1379,6900,2008.0,nissan,excellent,6 cylinders,gas,147771.0,clean,manual,rwd,coupe,red,6900 excellent clean coupe,4,6
1380,12900,2013.0,ford,excellent,8 cylinders,gas,160102.0,clean,automatic,4wd,truck,white,12900 excellent clean truck,4,6
1381,13700,2012.0,gmc,excellent,8 cylinders,gas,157525.0,clean,automatic,rwd,van,white,13700 excellent clean van,4,6
1382,7900,2002.0,ram,excellent,8 cylinders,gas,165808.0,clean,automatic,rwd,truck,white,7900 excellent clean truck,4,6
1383,15900,2010.0,ford,excellent,8 cylinders,diesel,160238.0,clean,automatic,4wd,truck,white,15900 excellent clean truck,4,6
1384,12495,2013.0,chevrolet,excellent,8 cylinders,gas,136980.0,clean,automatic,rwd,van,white,12495 excellent clean van,4,6
1385,13695,2011.0,chevrolet,excellent,6 cylinders,gas,124964.0,clean,automatic,rwd,coupe,black,13695 excellent clean coupe,4,6
1386,26000,2016.0,chevrolet,like new,8 cylinders,gas,56000.0,salvage,automatic,rwd,truck,white,26000 like new salvage truck,5,1
1387,5990,2007.0,toyota,excellent,6 cylinders,gas,155000.0,clean,automatic,fwd,sedan,white,5990 excellent clean sedan,4,6
1388,23495,2019.0,ram,like new,6 cylinders,gas,26614.0,clean,automatic,fwd,van,white,23495 like new clean van,5,6
1389,22495,2017.0,toyota,like new,4 cylinders,gas,17776.0,clean,automatic,rwd,truck,black,22495 like new clean truck,5,6
1390,27495,2018.0,ram,excellent,8 cylinders,gas,83843.0,clean,automatic,4wd,truck,white,27495 excellent clean truck,4,6
1391,14995,2013.0,ram,excellent,8 cylinders,gas,111834.0,clean,automatic,rwd,truck,silver,14995 excellent clean truck,4,6
1392,5490,2010.0,buick,excellent,6 cylinders,gas,136994.0,clean,automatic,fwd,sedan,red,5490 excellent clean sedan,4,6
1393,12494,2011.0,honda,good,4 cylinders,gas,98388.0,clean,automatic,4wd,SUV,black,12494 good clean SUV,3,6
1394,13495,2017.0,ram,excellent,6 cylinders,gas,90925.0,clean,automatic,rwd,truck,white,13495 excellent clean truck,4,6
1395,13990,2009.0,chevrolet,good,8 cylinders,gas,142042.0,clean,automatic,4wd,truck,silver,13990 good clean truck,3,6
1396,23955,2015.0,chevrolet,excellent,8 cylinders,gas,80425.0,clean,automatic,4wd,truck,white,23955 excellent clean truck,4,6
1397,11900,2018.0,kia,like new,4 cylinders,gas,30880.0,clean,automatic,fwd,sedan,brown,11900 like new clean sedan,5,6
1398,6500,1998.0,jeep,excellent,4 cylinders,gas,94000.0,clean,automatic,4wd,SUV,white,6500 excellent clean SUV,4,6
1399,23495,2019.0,ram,like new,6 cylinders,gas,26614.0,clean,automatic,fwd,van,white,23495 like new clean van,5,6
1400,27995,2017.0,ford,excellent,8 cylinders,gas,103366.0,clean,automatic,4wd,truck,white,27995 excellent clean truck,4,6
1401,18995,2014.0,chevrolet,excellent,8 cylinders,gas,119424.0,clean,automatic,rwd,SUV,black,18995 excellent clean SUV,4,6
1402,13995,2017.0,ford,excellent,4 cylinders,gas,92279.0,clean,automatic,fwd,mini-van,white,13995 excellent clean mini-van,4,6
1403,8900,2014.0,jeep,excellent,4 cylinders,gas,108618.0,clean,automatic,4wd,SUV,black,8900 excellent clean SUV,4,6
1404,7500,2000.0,jeep,good,6 cylinders,gas,185000.0,clean,automatic,fwd,SUV,green,7500 good clean SUV,3,6
1405,6500,2008.0,toyota,excellent,4 cylinders,gas,101887.0,clean,automatic,fwd,sedan,red,6500 excellent clean sedan,4,6
1406,23495,2015.0,chevrolet,excellent,8 cylinders,gas,112512.0,clean,automatic,4wd,truck,silver,23495 excellent clean truck,4,6
1407,23495,2015.0,chevrolet,excellent,8 cylinders,gas,112512.0,clean,automatic,4wd,truck,silver,23495 excellent clean truck,4,6
1408,25495,2017.0,chevrolet,excellent,6 cylinders,gas,89884.0,clean,automatic,4wd,truck,white,25495 excellent clean truck,4,6
1409,22495,2016.0,chevrolet,excellent,8 cylinders,gas,136792.0,clean,automatic,4wd,truck,white,22495 excellent clean truck,4,6
1410,26495,2018.0,nissan,excellent,6 cylinders,gas,56805.0,clean,automatic,rwd,van,black,26495 excellent clean van,4,6
1411,4900,2005.0,chevrolet,good,8 cylinders,gas,249000.0,clean,automatic,4wd,SUV,silver,4900 good clean SUV,3,6
1412,7900,2012.0,honda,excellent,4 cylinders,gas,99084.0,clean,automatic,fwd,sedan,white,7900 excellent clean sedan,4,6
1413,26000,2019.0,toyota,like new,4 cylinders,gas,2200.0,clean,automatic,fwd,SUV,silver,26000 like new clean SUV,5,6
1414,5500,2004.0,mercedes-benz,excellent,8 cylinders,gas,158000.0,clean,automatic,rwd,convertible,black,5500 excellent clean convertible,4,6
1415,9900,2012.0,dodge,excellent,6 cylinders,gas,99550.0,clean,automatic,4wd,SUV,white,9900 excellent clean SUV,4,6
1416,9900,2008.0,chevrolet,excellent,8 cylinders,gas,131098.0,rebuilt,automatic,4wd,truck,blue,9900 excellent rebuilt truck,4,4
1417,4900,2010.0,ford,excellent,6 cylinders,gas,125000.0,clean,automatic,4wd,SUV,blue,4900 excellent clean SUV,4,6
1418,8495,2009.0,ford,excellent,8 cylinders,gas,111000.0,clean,automatic,rwd,van,white,8495 excellent clean van,4,6
1419,8500,2014.0,nissan,excellent,4 cylinders,gas,117300.0,clean,manual,rwd,pickup,silver,8500 excellent clean pickup,4,6
1420,7900,2010.0,chevrolet,excellent,6 cylinders,gas,122485.0,clean,automatic,4wd,SUV,grey,7900 excellent clean SUV,4,6
1421,1500,2013.0,kia,excellent,6 cylinders,gas,137000.0,clean,automatic,4wd,SUV,black,1500 excellent clean SUV,4,6
1422,10500,2010.0,gmc,good,8 cylinders,gas,148000.0,clean,automatic,4wd,pickup,blue,10500 good clean pickup,3,6
1423,8500,2008.0,gmc,excellent,8 cylinders,gas,146555.0,clean,automatic,rwd,truck,yellow,8500 excellent clean truck,4,6
1424,8000,2016.0,jeep,excellent,4 cylinders,gas,60000.0,clean,automatic,fwd,SUV,white,8000 excellent clean SUV,4,6
1425,25995,2018.0,ram,excellent,8 cylinders,gas,104720.0,clean,automatic,4wd,truck,white,25995 excellent clean truck,4,6
1426,14995,2015.0,ford,excellent,8 cylinders,gas,131703.0,clean,automatic,rwd,truck,white,14995 excellent clean truck,4,6
1427,11495,2010.0,ram,excellent,8 cylinders,gas,172729.0,clean,automatic,4wd,truck,brown,11495 excellent clean truck,4,6
1428,17995,2011.0,infiniti,excellent,8 cylinders,gas,141031.0,clean,automatic,4wd,SUV,grey,17995 excellent clean SUV,4,6
1429,12995,2013.0,chevrolet,excellent,8 cylinders,gas,187356.0,clean,automatic,4wd,SUV,silver,12995 excellent clean SUV,4,6
1430,33995,2019.0,ram,like new,8 cylinders,gas,17619.0,clean,automatic,4wd,truck,black,33995 like new clean truck,5,6
1431,15995,2013.0,ford,excellent,8 cylinders,gas,148000.0,clean,automatic,rwd,truck,white,15995 excellent clean truck,4,6
1432,12995,2013.0,ford,excellent,8 cylinders,gas,130710.0,clean,automatic,rwd,van,white,12995 excellent clean van,4,6
1433,12495,2013.0,ford,good,8 cylinders,gas,143107.0,clean,automatic,rwd,van,white,12495 good clean van,3,6
1434,16495,2013.0,ford,excellent,8 cylinders,gas,52636.0,clean,automatic,rwd,truck,silver,16495 excellent clean truck,4,6
1435,22995,2016.0,ford,excellent,8 cylinders,gas,124309.0,clean,automatic,4wd,truck,silver,22995 excellent clean truck,4,6
1436,23995,2016.0,ford,excellent,8 cylinders,gas,108791.0,clean,automatic,4wd,truck,white,23995 excellent clean truck,4,6
1437,27995,2016.0,ford,like new,6 cylinders,gas,88128.0,clean,automatic,4wd,truck,white,27995 like new clean truck,5,6
1438,3500,2004.0,nissan,like new,6 cylinders,gas,132000.0,clean,automatic,fwd,sedan,white,3500 like new clean sedan,5,6
1439,7900,2008.0,toyota,excellent,6 cylinders,gas,114720.0,clean,automatic,fwd,SUV,silver,7900 excellent clean SUV,4,6
1440,3500,2002.0,gmc,fair,8 cylinders,gas,205000.0,clean,automatic,4wd,pickup,red,3500 fair clean pickup,2,6
1441,26500,2014.0,toyota,excellent,8 cylinders,gas,109902.0,clean,automatic,4wd,pickup,white,26500 excellent clean pickup,4,6
1442,28000,2014.0,toyota,excellent,8 cylinders,gas,97598.0,clean,automatic,4wd,pickup,grey,28000 excellent clean pickup,4,6
1443,10995,2008.0,chrysler,good,10 cylinders,gas,46297.0,clean,automatic,fwd,van,red,10995 good clean van,3,6
1444,5300,2008.0,jeep,excellent,6 cylinders,gas,143000.0,clean,automatic,4wd,SUV,black,5300 excellent clean SUV,4,6
1445,17500,2013.0,ford,excellent,6 cylinders,gas,116248.0,clean,automatic,4wd,pickup,blue,17500 excellent clean pickup,4,6
1446,15750,2016.0,ford,excellent,4 cylinders,gas,41272.0,clean,automatic,4wd,sedan,silver,15750 excellent clean sedan,4,6
1447,13000,2011.0,honda,excellent,6 cylinders,gas,123048.0,clean,automatic,4wd,SUV,grey,13000 excellent clean SUV,4,6
1448,18500,2019.0,ford,excellent,4 cylinders,gas,36130.0,clean,automatic,4wd,SUV,white,18500 excellent clean SUV,4,6
1449,14995,2010.0,toyota,like new,8 cylinders,gas,113.0,clean,automatic,4wd,pickup,white,14995 like new clean pickup,5,6
1450,18000,2013.0,ford,excellent,8 cylinders,gas,92431.0,clean,automatic,rwd,pickup,silver,18000 excellent clean pickup,4,6
1451,10995,2010.0,toyota,good,10 cylinders,gas,121089.0,clean,automatic,fwd,sedan,grey,10995 good clean sedan,3,6
1452,31999,2018.0,chevrolet,excellent,8 cylinders,gas,19400.0,clean,automatic,4wd,truck,black,31999 excellent clean truck,4,6
1453,11900,2012.0,ford,excellent,8 cylinders,diesel,224848.0,clean,automatic,4wd,truck,white,11900 excellent clean truck,4,6
1454,18000,2006.0,jeep,excellent,6 cylinders,gas,92770.0,clean,manual,4wd,offroad,black,18000 excellent clean offroad,4,6
1455,5900,2009.0,chevrolet,excellent,6 cylinders,gas,158894.0,clean,automatic,4wd,SUV,silver,5900 excellent clean SUV,4,6
1456,7500,2006.0,chrysler,excellent,8 cylinders,gas,108000.0,clean,automatic,rwd,sedan,custom,7500 excellent clean sedan,4,6
1457,14900,2007.0,chevrolet,good,8 cylinders,diesel,189000.0,clean,automatic,4wd,pickup,black,14900 good clean pickup,3,6
1458,12900,2006.0,jeep,good,6 cylinders,gas,147555.0,clean,automatic,4wd,SUV,white,12900 good clean SUV,3,6
1459,10995,2012.0,infiniti,good,10 cylinders,gas,124954.0,clean,automatic,4wd,sedan,black,10995 good clean sedan,3,6
1460,4900,2009.0,nissan,good,4 cylinders,gas,115810.0,clean,automatic,fwd,sedan,white,4900 good clean sedan,3,6
1461,13750,2017.0,ford,excellent,4 cylinders,gas,88136.0,clean,automatic,4wd,SUV,white,13750 excellent clean SUV,4,6
1462,6495,2005.0,acura,excellent,4 cylinders,gas,172845.0,clean,automatic,fwd,sedan,silver,6495 excellent clean sedan,4,6
1463,2750,2002.0,chevrolet,good,8 cylinders,gas,214482.0,clean,automatic,4wd,truck,grey,2750 good clean truck,3,6
1464,6400,2014.0,ford,good,4 cylinders,gas,96667.0,clean,automatic,fwd,sedan,white,6400 good clean sedan,3,6
1465,10499,2013.0,honda,excellent,4 cylinders,gas,83600.0,clean,manual,fwd,SUV,grey,10499 excellent clean SUV,4,6
1466,1850,2003.0,volkswagen,excellent,4 cylinders,gas,170000.0,clean,automatic,rwd,sedan,grey,1850 excellent clean sedan,4,6
1467,5900,2007.0,jeep,excellent,6 cylinders,gas,147620.0,clean,automatic,4wd,SUV,black,5900 excellent clean SUV,4,6
1468,19900,2009.0,toyota,excellent,6 cylinders,gas,98000.0,clean,automatic,fwd,mini-van,blue,19900 excellent clean mini-van,4,6
1469,5500,2011.0,subaru,good,4 cylinders,gas,140312.0,clean,automatic,4wd,sedan,red,5500 good clean sedan,3,6
1470,6300,2008.0,honda,good,4 cylinders,gas,148574.0,clean,automatic,4wd,SUV,blue,6300 good clean SUV,3,6
1471,28900,2019.0,ford,excellent,6 cylinders,gas,16219.0,clean,automatic,rwd,van,white,28900 excellent clean van,4,6
1472,16000,2013.0,ford,excellent,6 cylinders,gas,83000.0,clean,automatic,4wd,truck,blue,16000 excellent clean truck,4,6
1473,18495,2018.0,subaru,excellent,4 cylinders,gas,11000.0,rebuilt,automatic,4wd,SUV,red,18495 excellent rebuilt SUV,4,4
1474,31900,2017.0,ford,excellent,8 cylinders,diesel,98528.0,clean,automatic,4wd,truck,grey,31900 excellent clean truck,4,6
1475,299,1998.0,bmw,excellent,6 cylinders,gas,98345.0,clean,automatic,rwd,sedan,silver,299 excellent clean sedan,4,6
1476,21900,2013.0,chevrolet,excellent,8 cylinders,gas,59317.0,clean,automatic,4wd,truck,black,21900 excellent clean truck,4,6
1477,21900,2016.0,ram,good,8 cylinders,gas,53951.0,clean,other,4wd,pickup,red,21900 good clean pickup,3,6
1478,28100,2014.0,gmc,good,8 cylinders,other,89971.0,clean,automatic,4wd,pickup,black,28100 good clean pickup,3,6
1479,21800,2012.0,gmc,good,8 cylinders,other,86305.0,clean,other,4wd,pickup,silver,21800 good clean pickup,3,6
1480,3200,2006.0,honda,good,4 cylinders,gas,129000.0,clean,automatic,fwd,coupe,silver,3200 good clean coupe,3,6
1481,16000,2010.0,ford,good,6 cylinders,gas,88355.0,clean,other,4wd,pickup,silver,16000 good clean pickup,3,6
1482,13900,2015.0,honda,excellent,4 cylinders,gas,82200.0,clean,automatic,4wd,SUV,white,13900 excellent clean SUV,4,6
1483,13495,2017.0,subaru,excellent,4 cylinders,gas,42000.0,rebuilt,automatic,4wd,hatchback,white,13495 excellent rebuilt hatchback,4,4
1484,17995,2015.0,subaru,excellent,4 cylinders,gas,16500.0,rebuilt,automatic,4wd,wagon,silver,17995 excellent rebuilt wagon,4,4
1485,8500,2005.0,chevrolet,excellent,8 cylinders,gas,151366.0,clean,automatic,4wd,pickup,red,8500 excellent clean pickup,4,6
1486,12995,2015.0,subaru,excellent,4 cylinders,gas,32000.0,rebuilt,manual,4wd,hatchback,black,12995 excellent rebuilt hatchback,4,4
1487,16995,2018.0,subaru,excellent,4 cylinders,gas,33000.0,rebuilt,automatic,4wd,wagon,red,16995 excellent rebuilt wagon,4,4
1488,15495,2015.0,subaru,excellent,4 cylinders,gas,31000.0,rebuilt,automatic,4wd,sedan,white,15495 excellent rebuilt sedan,4,4
1489,6275,2013.0,kia,like new,4 cylinders,gas,88.0,clean,automatic,fwd,sedan,brown,6275 like new clean sedan,5,6
1490,24998,2015.0,ford,excellent,8 cylinders,gas,144121.0,clean,automatic,4wd,pickup,white,24998 excellent clean pickup,4,6
1491,16995,2017.0,subaru,excellent,4 cylinders,gas,19000.0,rebuilt,automatic,fwd,sedan,white,16995 excellent rebuilt sedan,4,4
1492,16995,2017.0,subaru,excellent,4 cylinders,gas,21000.0,rebuilt,automatic,4wd,SUV,grey,16995 excellent rebuilt SUV,4,4
1493,24995,2019.0,subaru,like new,4 cylinders,gas,3000.0,rebuilt,automatic,4wd,wagon,black,24995 like new rebuilt wagon,5,4
1494,11500,2014.0,kia,excellent,4 cylinders,gas,79851.0,clean,automatic,4wd,SUV,red,11500 excellent clean SUV,4,6
1495,24995,2016.0,gmc,good,8 cylinders,gas,39502.0,clean,automatic,4wd,truck,white,24995 good clean truck,3,6
1496,25995,2016.0,ford,excellent,6 cylinders,gas,27326.0,clean,automatic,4wd,pickup,grey,25995 excellent clean pickup,4,6
1497,15495,2017.0,ford,excellent,4 cylinders,gas,38657.0,clean,automatic,4wd,SUV,grey,15495 excellent clean SUV,4,6
1498,5950,2013.0,toyota,excellent,4 cylinders,gas,132000.0,clean,automatic,fwd,sedan,black,5950 excellent clean sedan,4,6
1499,13000,2014.0,ford,excellent,6 cylinders,gas,55710.0,clean,automatic,rwd,convertible,grey,13000 excellent clean convertible,4,6
1500,13995,2013.0,mercedes-benz,excellent,6 cylinders,gas,74715.0,clean,automatic,4wd,sedan,blue,13995 excellent clean sedan,4,6
1501,8900,2014.0,chrysler,good,6 cylinders,gas,134000.0,clean,automatic,fwd,mini-van,silver,8900 good clean mini-van,3,6
1502,8500,2010.0,nissan,good,6 cylinders,gas,104000.0,salvage,automatic,fwd,sedan,blue,8500 good salvage sedan,3,1
1503,18900,2019.0,toyota,like new,4 cylinders,gas,13355.0,clean,automatic,fwd,sedan,white,18900 like new clean sedan,5,6
1504,13995,2013.0,toyota,excellent,6 cylinders,gas,110701.0,clean,automatic,4wd,SUV,white,13995 excellent clean SUV,4,6
1505,5800,2006.0,subaru,excellent,6 cylinders,gas,93000.0,clean,automatic,4wd,SUV,blue,5800 excellent clean SUV,4,6
1506,6900,2011.0,jeep,excellent,6 cylinders,gas,128177.0,clean,automatic,4wd,SUV,orange,6900 excellent clean SUV,4,6
1507,21998,2013.0,ford,excellent,8 cylinders,gas,216238.0,clean,automatic,4wd,pickup,white,21998 excellent clean pickup,4,6
1508,26998,2012.0,ford,excellent,8 cylinders,gas,160002.0,clean,automatic,4wd,pickup,white,26998 excellent clean pickup,4,6
